Key,Description,en,korean
commReply_s_wingmenOrbiting,A text reply in the communications menu.,Wingmen orbiting here.,윙맨 여기서 대기중.
commReply_s_wingmenEngaging,A text reply in the communications menu.,Wingmen engaging targets at will!,윙맨 표적 교전 시작하겠음!
commReply_s_wingmenDisengaging,A text reply in the communications menu.,Wingmen disengaging from combat!,윙맨 교전에서 퇴각하겠음!
commReply_s_wingmenFormationSpread,A text reply in the communications menu.,Wingmen setting formation spread.,윙맨 대형 간격 변경중.
commReply_s_wingman,A text reply in the communications menu.,Wingman,윙맨
commReply_s_attackingTSD,A text reply in the communications menu.,attacking your TSD target!,TSD 표적물 공격하겠음!
commReply_s_attackingRadar,A text reply in the communications menu.,attacking your radar target!,레이더 표적물 공격하겠음!
commReply_s_attackingTGP,A text reply in the communications menu.,attacking your TGP target!,표적지시기 표적물 공격하겠음!
commReply_s_attackingARAD,A text reply in the communications menu.,attacking your ARAD target!,대 레이더 표적물 공격하겠음!
commReply_s_noWingmenForAttack,A text reply in the communications menu.,No wingmen available for attack.,공격 가능한 윙맨이 없습니다.
commReply_s_noTarget,A text reply in the communications menu.,No target selected.,선택된 표적이 없습니다.
commReply_s_noAirfield,A text reply in the communications menu.,No airfield available.,이용 가능한 비행장이 없습니다.
commReply_s_cancellingATC,A text reply in the communications menu.,Cancelling ATC request.,관제탑 요청 취소.
commReply_s_acknowledged,A text reply in the communications menu.,Acknowledged,확인
commReply_s_wingmenRTB,A text reply in the communications menu.,Your wingmen will RTB!,윙맨 기지로 귀환중!
commReply_s_clearedVerticalLanding,A text reply in the communications menu.,Cleared for vertical landing!,수직 착륙 허가됨!
commReply_s_clearedVerticalTakeoff,A text reply in the communications menu.,Cleared for vertical take off!,수직 이륙 허가됨!
commReply_s_landingDenied,A text reply in the communications menu.,Landing denied!,착륙 불허!
commReply_s_takeoffDenied,A text reply in the communications menu.,Take off denied!,이륙 불허!
commReply_s_reply_noPrevAtc,A text reply in the communications menu.,No previously contacted ATC available.,이전에 연락한 관제탑이 없습니다.
MFDOptionPage:Wingmen / Combat,Title of an MFD option page,Wingmen / Combat,윙맨 / 전투
MFDOption:Attack Target,Label of an MFD option,Attack Target,목표물 공격
MFDOption:Disengage,Label of an MFD option,Disengage,교전 중지
MFDOption:Engage,Label of an MFD option,Engage,교전 시작
MFDOptionPage:Wingmen / Flight,Title of an MFD option page,Wingmen / Flight,윙맨 / 비행
MFDOption:Orbit Here,Label of an MFD option,Orbit Here,이곳에서 대기
MFDOption:Form Up,Label of an MFD option,Form Up,대형으로 복귀
MFDOption:Spread Close,Label of an MFD option,Spread Close,밀집 대형
MFDOption:Spread Med,Label of an MFD option,Spread Med,기본 대형
MFDOption:Spread Far,Label of an MFD option,Spread Far,산개 대형
MFDOption:Go Refuel,Label of an MFD option,Go Refuel,연료 재보급
MFDOption:RTB,Label of an MFD option,RTB,기지로 귀환
MFDOption:RTB & Re-arm,Label of an MFD option,RTB & Re-arm,기지로 귀환 & 재무장
MFDOptionPage:Wingmen / Equipment,Title of an MFD option page,Wingmen / Equipment,윙맨 / 장비
MFDOption:Radar On,Label of an MFD option,Radar On,레이더 켜기
MFDOption:Radar Off,Label of an MFD option,Radar Off,레이더 끄기
MFDOptionPage:Wingmen,Title of an MFD option page,Wingmen,윙맨
MFDOption:Combat,Label of an MFD option,Combat,전투
MFDOption:Flight,Label of an MFD option,Flight,비행
MFDOption:Equipment,Label of an MFD option,Equipment,장비
MFDOptionPage:Ground Crew,Title of an MFD option page,Ground Crew,지상 크루
MFDOption:Request Re-arm,Label of an MFD option,Request Re-arm,재무장 요청
MFDOptionPage:ATC,Title of an MFD option page,ATC,관제탑
MFDOption:Take Off,Label of an MFD option,Take Off,이륙
MFDOption:Landing,Label of an MFD option,Landing,착륙
MFDOption:Cancel Request,Label of an MFD option,Cancel Request,요청 취소
MFDOption:Vert T/O,Label of an MFD option,Vert T/O,수직 이륙
MFDOption:Vert Landing,Label of an MFD option,Vert Landing,수직 착륙
MFDOption:Last Contact,Label of an MFD option,Last Contact,최종 교신 대상
MFDOptionPage:Contact Tower,Title of an MFD option page,Contact Tower,관제탑 교신
MFDOptionPage:AWACS,Title of an MFD option page,AWACS,공중 조기경보기
MFDOption:Bogey Dope,Label of an MFD option,Bogey Dope,근접 목표물 정보 요청
MFDOption:Picture,Label of an MFD option,Picture,모든 목표물 정보 요청
MFDOption:Request RTB Vector,Label of an MFD option,Request RTB Vector,기지 귀환 경로 요청
MFDOptionPage:Comms,Title of an MFD option page,Comms,통신
MFDOption:Wingmen,Label of an MFD option,Wingmen,윙맨
MFDOption:Ground,Label of an MFD option,Ground,지상
MFDOption:ATC,Label of an MFD option,ATC,관제탑
MFDOption:AWACS,Label of an MFD option,AWACS,공중조기경보기
next,,Next,다음
prev,,Prev,이전
ripple_single,Label when a rapid-fire weapon is set to only fire one shot at a time.,SINGLE,단발
wmui_ripple,Option title for selecting a rocket/missile's ripple (rapid fire) rate.,RIPPLE,발사 속도
wmui_rippleTooltip,Tooltip for button to cycle a weapon's ripple (rapid fire) rate.,Cycle Ripple Rates,발사 속도 조정
s_masterArmed,Master armed label in EQUIP MFD page,MASTER ARMED,무장
s_masterDisarmed,Master disarmed label in EQUIP MFD page,MASTER DISARMED,무장 해제
s_eq_armed,Armed label for single equip in EQUIP MFD page,ARMED,무장
s_eq_disarmed,Disarmed label for single equip in EQUIP MFD page,DISARMED,무장 해제
s_eq_jettison,Jettison label for single equip in EQUIP MFD page,JETTISON,버리기
s_eqMode_0,Equip MFD page mode label,CONFIG,설정
s_eqMode_1,Equip MFD page mode label,ARMING,무장
s_eqMode_2,Equip MFD page mode label,JETTISON,버리기
AV-42C_mfd_cam:B3,Label for an MFD button (short!).,PREV,이전
AV-42C_mfd_cam:B5,Label for an MFD button (short!).,NEXT,다음
dashMissionDisplay_noMissions,Label in the mission objectives display when the current mission has no objectives.,No objectives.,임무 목표 없음.
AV-42C_mfd_mission:B1,Label for an MFD button (short!).,WPT,경유지
AV-42C_mfd_mission:B1_tooltip,Tooltip for an MFD button.,Set Waypoint,경유지 지정
AV-42C_mfd_mission:B3,Label for an MFD button (short!).,NEXT,다음
AV-42C_mfd_mission:B3_tooltip,Tooltip for an MFD button.,Next Objective,다음 임무 목표
AV-42C_mfd_mission:B5,Label for an MFD button (short!).,PREV,이전
AV-42C_mfd_mission:B5_tooltip,Tooltip for an MFD button.,Previous Objective,이전 임무 목표
AV-42C_mfd_home:B1,Label for an MFD button (short!).,NAV,지도
AV-42C_mfd_home:B1_tooltip,Tooltip for an MFD button.,Navigation,네비게이션 지도
AV-42C_mfd_home:B2,Label for an MFD button (short!).,OBJ,임무
AV-42C_mfd_home:B2_tooltip,Tooltip for an MFD button.,Objectives,임무 목표
AV-42C_mfd_home:B3,Label for an MFD button (short!).,CAM,카메라
AV-42C_mfd_home:B3_tooltip,Tooltip for an MFD button.,External Cameras,외부 카메라
AV-42C_mfd_home:B4,Label for an MFD button (short!).,TGP,TGP
AV-42C_mfd_home:B4_tooltip,Tooltip for an MFD button.,Targeting,타겟팅 포드
AV-42C_mfd_home:B5,Label for an MFD button (short!).,GPS,GPS
AV-42C_mfd_home:B5_tooltip,Tooltip for an MFD button.,GPS Targets,GPS 표적
AV-42C_mfd_home:R2,Label for an MFD button (short!).,S-CAM,관전
AV-42C_mfd_home:R2_tooltip,Tooltip for an MFD button.,Spectator Camera,관전 카메라
AV-42C_mfd_home:R3,Label for an MFD button (short!).,GAME,게임
AV-42C_mfd_home:R3_tooltip,Tooltip for an MFD button.,Game Menu,게임 메뉴
AV-42C_mfd_home:R4,Label for an MFD button (short!).,LOG,기록
AV-42C_mfd_home:R4_tooltip,Tooltip for an MFD button.,Flight Log,비행 기록
AV-42C_mfd_home:L2,Label for an MFD button (short!).,EQUIP,장비
AV-42C_mfd_home:L2_tooltip,Tooltip for an MFD button.,Mounted Equipment,탑재 장비
AV-42C_mfd_home:L3,Label for an MFD button (short!).,OPTION,옵션
AV-42C_mfd_home:L3_tooltip,Tooltip for an MFD button.,Options,옵션
AV-42C_mfd_home:L4,Label for an MFD button (short!).,COMMS,통신
AV-42C_mfd_home:L4_tooltip,Tooltip for an MFD button.,Communications,통신
AV-42C_mfd_home:T5,Label for an MFD button (short!).,ARAD,대-레이더
AV-42C_mfd_home:T5_tooltip,Tooltip for an MFD button.,Antiradar Attack Display,대-레이더 공격 디스플레이
AV-42C_mfd_home:L5,Label for an MFD button (short!).,CMS,CMS
AV-42C_mfd_home:L5_tooltip,Tooltip for an MFD button.,Countermeasure System,기만체 시스템
AV-42C_mfd_flightLog:R2_tooltip,Tooltip for an MFD button.,Scroll Up,위로 스크롤
AV-42C_mfd_flightLog:R4_tooltip,Tooltip for an MFD button.,Scroll Down,아래로 스크롤
AV-42C_mfd_flightLog:R5_tooltip,Tooltip for an MFD button.,Scroll Bottom,맨 아래로 스크롤
AV-42C_mfd_flightLog:B3_tooltip,Tooltip for an MFD button.,Dump log to file.,비행기록 파일로 저장
AV-42C_mfd_flyCam:B2,Label for an MFD button (short!).,START,켜기
AV-42C_mfd_flyCam:B2_tooltip,Tooltip for an MFD button.,Start Camera,카메라 켜기
AV-42C_mfd_flyCam:B3,Label for an MFD button (short!).,END,끄기
AV-42C_mfd_flyCam:B3_tooltip,Tooltip for an MFD button.,End Camera,카메라 끄기
AV-42C_mfd_flyCam:B1,Label for an MFD button (short!).,VIEW,보기
AV-42C_mfd_flyCam:B1_tooltip,Tooltip for an MFD button.,Toggle Preview,미리보기 토글
AV-42C_mfd_flyCam:R1,Label for an MFD button (short!).,RANDM,랜덤
AV-42C_mfd_flyCam:R1_tooltip,Tooltip for an MFD button.,Toggle Random,랜덤 토글
AV-42C_mfd_flyCam:L3,Label for an MFD button (short!).,FOV:,시야각:
AV-42C_mfd_flyCam:L3_tooltip,Tooltip for an MFD button.,Toggle FOV,시야각 토글
AV-42C_mfd_flyCam:L4,Label for an MFD button (short!)., ,
AV-42C_mfd_flyCam:L4_tooltip,Tooltip for an MFD button.,Toggle AutoFOV,자동 시야각 토글
AV-42C_mfd_flyCam:L5,Label for an MFD button (short!)., ,
AV-42C_mfd_flyCam:L5_tooltip,Tooltip for an MFD button.,Toggle Audio Mode,오디오 모드 토글
AV-42C_mfd_flyCam:R2,Label for an MFD button (short!).,MODE,카메라
AV-42C_mfd_flyCam:R2_tooltip,Tooltip for an MFD button.,Toggle Cam Mode,카메라 모드 토글
AV-42C_mfd_flyCam:R3,Label for an MFD button (short!).,LOOK,시야
AV-42C_mfd_flyCam:R3_tooltip,Tooltip for an MFD button.,Toggle Look Mode,시야 모드 토글
AV-42C_mfd_flyCam:R5,Label for an MFD button (short!)., ,
AV-42C_mfd_flyCam:R5_tooltip,Tooltip for an MFD button.,Toggle Auto-Reset,자동 리셋 토글
AV-42C_mfd_flyCam:B5,Label for an MFD button (short!)., ,
AV-42C_mfd_flyCam:B5_tooltip,Tooltip for an MFD button.,Cycle Reset Time,리셋 타이머 설정
AV-42C_mfd_flyCam:T3,Label for an MFD button (short!).,SS,캡처
AV-42C_mfd_flyCam:T3_tooltip,Tooltip for an MFD button.,4K Screenshot,4k 스크린샷
AV-42C_mfd_hardpoints:R2_tooltip,Tooltip for an MFD button.,HP Gun,기관총
AV-42C_mfd_hardpoints:L4_tooltip,Tooltip for an MFD button.,HP 1,하드포인트 1
AV-42C_mfd_hardpoints:L3_tooltip,Tooltip for an MFD button.,HP 2,하드포인트 2
AV-42C_mfd_hardpoints:R3_tooltip,Tooltip for an MFD button.,HP 3,하드포인트 3
AV-42C_mfd_hardpoints:R4_tooltip,Tooltip for an MFD button.,HP 4,하드포인트 4
AV-42C_mfd_hardpoints:L5_tooltip,Tooltip for an MFD button.,HP 5,하드포인트 5
AV-42C_mfd_hardpoints:R5_tooltip,Tooltip for an MFD button.,HP 6,하드포인트 6
AV-42C_mfd_hardpoints:L2,Label for an MFD button (short!).,MODE:,모드:
AV-42C_mfd_hardpoints:L2_tooltip,Tooltip for an MFD button.,Toggle Mode,모드 전환
NONE,,NONE,없음
AV-42C_mfd_hardpointInfoPage:R1_tooltip,Tooltip for an MFD button.,Return to Equip,장비 장착으로 돌아가기
AV-42C_mfd_hardpointInfoPage:B2_tooltip,Tooltip for an MFD button.,Toggle Arming,무장 설정 전환
AV-42C_mfd_hardpointInfoPage:B5_tooltip,Tooltip for an MFD button.,Toggle Jettison,버리기 설정 전환
AV-42C_mfd_antiRad:T5,Label for an MFD button (short!).,SOI,활성화
AV-42C_mfd_antiRad:T5_tooltip,Tooltip for an MFD button.,Sensor of Interest,센서 활성화
AV-42C_mfd_antiRad:R4,Label for an MFD button (short!).,HUD,HUD
AV-42C_mfd_antiRad:R4_tooltip,Tooltip for an MFD button.,HUD Mode,HUD 모드
AV-42C_mfd_antiRad:R5_tooltip,Tooltip for an MFD button.,Declutter,간소화
AV-42C_mfd_cmsPage:L4_tooltip,Tooltip for an MFD button.,Release Mode,방출 모드
AV-42C_mfd_cmsPage:B2,Label for an MFD button (short!).,-,-
AV-42C_mfd_cmsPage:B2_tooltip,Tooltip for an MFD button.,- Release Rate,방출 속도 -
AV-42C_mfd_cmsPage:B4,Label for an MFD button (short!).,+,+
AV-42C_mfd_cmsPage:B4_tooltip,Tooltip for an MFD button.,+ Release Rate,방출 속도 +
AV-42C_mfd_map:T2,Label for an MFD button (short!).,GPS,GPS
AV-42C_mfd_map:T2_tooltip,Tooltip for an MFD button.,GPS Targets,GPS 표적들
AV-42C_mfd_map:R2,Label for an MFD button (short!).,ZOOM+,확대+
AV-42C_mfd_map:R3,Label for an MFD button (short!).,ZOOM-,축소-
AV-42C_mfd_map:R4,Label for an MFD button (short!).,UP,위
AV-42C_mfd_map:R5,Label for an MFD button (short!).,DOWN,아래
AV-42C_mfd_map:B4,Label for an MFD button (short!).,LEFT,왼쪽
AV-42C_mfd_map:B5,Label for an MFD button (short!).,RIGHT,오른쪽
AV-42C_mfd_map:R1,Label for an MFD button (short!).,RESET,초기화
AV-42C_mfd_map:R1_tooltip,Tooltip for an MFD button.,Reset Offset,오프셋 초기화
AV-42C_mfd_map:T4,Label for an MFD button (short!).,MODE,회전
AV-42C_mfd_map:T4_tooltip,Tooltip for an MFD button.,Toggle Rotation Mode,회전 모드 토글
AV-42C_mfd_map:T5,Label for an MFD button (short!).,SOI,활성화
AV-42C_mfd_map:T5_tooltip,Tooltip for an MFD button.,Toggle Sensor of Interest,센서 활성화 토글
AV-42C_mfd_map:L4,Label for an MFD button (short!).,FUEL,연료
AV-42C_mfd_map:L4_tooltip,Tooltip for an MFD button.,Set Fuel Waypoint,연료 경유지 설정
AV-42C_mfd_map:L3,Label for an MFD button (short!).,RTB,귀환
AV-42C_mfd_map:L3_tooltip,Tooltip for an MFD button.,Set Return to Base Waypoint,기지 귀환 경유지 설정
AV-42C_mfd_map:L2,Label for an MFD button (short!).,OBJ,임무
AV-42C_mfd_map:L2_tooltip,Tooltip for an MFD button.,Set Objective Waypoint,목표 경유지 설정
AV-42C_mfd_map:B1,Label for an MFD button (short!).,SET ALT,고도 설정
AV-42C_mfd_map:B1_tooltip,Tooltip for an MFD button.,Set Target Alt,목표 고도 설정
AV-42C_mfd_map:B2,Label for an MFD button (short!).,ALT+,고도+
AV-42C_mfd_map:B2_tooltip,Tooltip for an MFD button.,Raise Target Alt,목표 고도 상승
AV-42C_mfd_map:B3,Label for an MFD button (short!).,GPS-S,GPS-S
AV-42C_mfd_map:B3_tooltip,Tooltip for an MFD button.,Send GPS Target,GPS 목표 송신
AV-42C_mfd_options:L2_tooltip,Tooltip for an MFD button.,Unit Options,단위 설정
AV-42C_mfd_options:L3_tooltip,Tooltip for an MFD button.,Fuel Settings,연료 설정
AV-42C_mfd_options:L4_tooltip,Tooltip for an MFD button.,Altitude Warning Settings,고도 경보 설정
AV-42C_mfd_options:R3_tooltip,Tooltip for an MFD button.,Joystick Sensitivity,조이스틱 민감도 설정
AV-42C_mfd_unitOptions:L2_tooltip,Tooltip for an MFD button.,Altitude Units,고도 단위
